genes	logFC	logCPM	LR	PValue	FDR
CTNNA3	0.159687937803416	9.47582898995927	504.005387900107	1.27786687187906e-111	2.50657008968157e-111
RP11-390P2.4	0.159676280259622	9.54349062158202	111.701384970569	4.15392482120805e-26	5.51749208049396e-26
C1orf143	0.15964756024976	9.47528055706854	574.836640532214	4.97995134007274e-127	1.02530900385302e-126
DIRC3	0.159595281600507	9.47719563967984	403.253023994273	1.07844822064365e-89	1.95726986667447e-89
ZIC4	0.159503192188675	9.47508847632348	611.414202516582	5.51007759533211e-135	1.16211891282347e-134
PPP1R36	0.159486843549239	9.4754988171373	540.454297405569	1.50176211029416e-119	3.02067474302732e-119
KIAA2026	0.159395437533973	9.59267481794343	113.648472654306	1.55584104828154e-26	2.07138980685861e-26
MURC	0.159387840551452	9.47549396920832	540.055146261838	1.8341529839323e-119	3.68772103681032e-119
CERK	0.159267336886895	9.52265187983899	117.831101644886	1.88799502168105e-27	2.52994989279628e-27
TFE3	0.159229368930969	9.52978692960898	114.44299695878	1.04219525643838e-26	1.38935463415931e-26
RBMS1	0.159225440729201	9.6553369724074	127.531769738533	1.42107782195235e-29	1.93057721916449e-29
RTCA	0.159110981356726	9.61327418335696	117.124999005231	2.69533607720549e-27	3.60780994609501e-27
SULT1A3	0.159102395823979	9.48115280298618	275.109844105844	8.73532087101934e-62	1.40715146383245e-61
FZD8	0.159056949681866	9.47829389267381	351.271729515986	2.23977246957137e-78	3.86750016269837e-78
ESPL1	0.159009395895492	9.47751541047317	383.659251804964	1.98744231444359e-85	3.53578580349221e-85
RPL37P2	0.158997435851662	9.47702234948318	410.241531845099	3.24751547162549e-91	5.93336144353756e-91
PCDHGA8	0.158948889667764	9.47592450446719	488.113617012968	3.66664754482797e-108	7.1037629533497e-108
CCDC71L	0.15893669108365	9.5107045449678	127.216592600933	1.66566207535296e-29	2.26158364621825e-29
HACE1	0.158882790363108	9.49892493069584	147.678658503599	5.57667506210251e-34	7.79077752041924e-34
RP11-495P10.1	0.158828854494219	9.47729772670236	393.259788768177	1.61519429287251e-87	2.8996269672083e-87
CTD-3074O7.5	0.158663737961591	9.48394667843083	231.2028045882	3.25862115905828e-52	5.0188827677554e-52
CCDC40	0.158662536482448	9.49471748508773	160.069453866887	1.09263101308513e-36	1.5503613041974e-36
RP4-765C7.2	0.158592421035861	9.47541901343638	548.666993514199	2.45456100901766e-121	4.96654464634027e-121
PHLDB2	0.158582317196676	9.47514636125087	585.327683846208	2.6014177765435e-129	5.39555379539168e-129
STKLD1	0.1585211050897	9.47614994552245	464.773602861977	4.39627000885565e-103	8.37166651774811e-103
PPIB	0.158340394711509	10.2276267074923	353.832761418562	6.20175054471518e-79	1.07384676962474e-78
ZNF839	0.158330793347435	9.48792677867365	193.674539433347	5.01530969513013e-44	7.41277159242074e-44
SMURF1	0.158329844323402	9.5003487136122	143.195357997243	5.32742097221198e-33	7.40040538579155e-33
RP11-434H6.7	0.158301713486815	9.47834146297338	345.679136872632	3.69900789459656e-77	6.35718787810821e-77
LPAR1	0.158235796962876	9.51062003165894	126.188995767669	2.79551025567449e-29	3.78901746840895e-29
VARS	0.158220270544027	9.57305859888949	109.493268592902	1.26533493435708e-25	1.67563903063801e-25
TMEM217	0.158092265020444	9.47777195329333	366.965152245715	8.57001917721227e-82	1.50258417682634e-81
TPT1P9	0.158006858080056	9.47775211651742	344.746159994156	5.90557415438877e-77	1.01395421541234e-76
KDM4D	0.157988762091716	9.47853071121594	337.461261509972	2.27912783421714e-75	3.891752393806e-75
SLC2A1-AS1	0.157828310169933	9.47519177832825	567.354752218863	2.11218278861728e-125	4.33030998377473e-125
KIAA1109	0.157792167970898	9.56353741918183	108.296680371357	2.3141181493364e-25	3.05823499490065e-25
GNL3L	0.157738194355299	9.50877772964527	127.626594827645	1.35477724541225e-29	1.84102225942463e-29
NBAT1	0.157683930656734	9.47493823235628	621.188291670292	4.12390298287411e-137	8.76538632915008e-137
HERC2P2	0.157624203884673	9.47751543083679	375.705918476147	1.07118402438115e-83	1.89370556513919e-83
WDR1	0.15746262523524	9.77569167518386	161.596080530784	5.0691418577802e-37	7.20433937445962e-37
RP11-389O22.4	0.157459552560567	9.47554315852791	513.993171220078	8.57870072118907e-114	1.69267489329175e-113
C9orf85	0.157424752481854	9.53575413380501	110.056151353376	9.52539577019586e-26	1.26287203250536e-25
C8orf34	0.157385252051016	9.47690560328707	405.38103715599	3.71167377153539e-90	6.75084187473963e-90
EEF1A1P12	0.157326133803222	9.47536262625345	545.133040106781	1.44131910386487e-120	2.90755063705518e-120
UFC1	0.157267985287233	9.89824298304389	205.358562075802	1.41432373714159e-46	2.12050054816446e-46
TP53TG1	0.157218410142794	9.59023145847062	110.216232902858	8.78641332018442e-26	1.16514696553903e-25
LINC01549	0.157195301471973	9.47630192507237	442.948952854947	2.46970589471367e-98	4.63374801512518e-98
MCF2L-AS1	0.157184017975558	9.47963709223136	301.065089265116	1.93074821157897e-67	3.19575530552165e-67
ARMC2	0.157154524770847	9.47979745072582	296.90826174838	1.55370462850521e-66	2.56052002999829e-66
AKAP5	0.157150419315036	9.47934721437707	308.593989286033	4.42096292127724e-69	7.36915904988602e-69
KIF9-AS1	0.157069569286487	9.47837854900379	338.187253416656	1.58364419720547e-75	2.70536307879894e-75
MED7	0.156894955954414	9.54370085100875	107.835756877699	2.92000484655327e-25	3.85631723906769e-25
SYT7	0.156876090340163	9.47498108470273	595.529343297073	1.57111673507051e-131	3.27863158393537e-131
FBXO43	0.156753908867324	9.47643075302183	430.677651595634	1.15717088869184e-95	2.14721087994595e-95
GPR108	0.156746618271618	9.59939353104098	111.059032211124	5.74347266280368e-26	7.6230759312981e-26
FASTKD3	0.156723495779764	9.50654595108909	129.017463120264	6.72243102935716e-30	9.15316457676334e-30
CCNO	0.156683076346476	9.47497171093923	594.724334424553	2.35129250459819e-131	4.90407374142376e-131
RP11-783K16.5	0.15668056939903	9.47716188159927	387.2655788559	3.25963790330088e-86	5.82155464035317e-86
MANEA	0.156651023064087	9.52304982042819	113.776408461123	1.45862659883847e-26	1.94249599435637e-26
AP4B1	0.156602074739009	9.50398452044546	132.887048258148	9.57048650264679e-31	1.31028623773782e-30
RP11-83A24.2	0.156577606105408	9.52764699425969	111.497256444898	4.60442017479482e-26	6.11377126080974e-26
C14orf166	0.156529153245761	9.93935058313799	219.296434436925	1.28780549327142e-49	1.9605487683986e-49
