genes	logFC	logCPM	LR	PValue	FDR
MYH3	-0.0753691172908374	9.47238833696612	161.756323544235	4.67654887933607e-37	6.65028317588498e-37
AC090602.2	-0.075391676546412	9.47114093841721	262.976126148153	3.8530586848962e-59	6.14042600651304e-59
RP5-1024G6.5	-0.0754544356986825	9.47189500850193	187.941924262514	8.94493283370337e-43	1.31456518789478e-42
RP11-20I23.13	-0.0754953178402663	9.47245349977167	159.615369828315	1.37304891437098e-36	1.94696989438801e-36
GAPDHP1	-0.0754992255421346	9.47113768881609	264.890807161526	1.47392151998166e-59	2.35453129354589e-59
C1RL-AS1	-0.075615999880657	9.47330018040745	132.046875101169	1.46127687377919e-30	1.99836084933988e-30
AKAP10	-0.0756280381224191	9.53774573266785	25.4149716438114	4.62316195192987e-07	5.26908286703272e-07
ZNF132	-0.0758155893677035	9.47420607402526	112.922751295095	2.24347457575198e-26	2.98380424456778e-26
RP1-191J18.66	-0.0758296074256875	9.47462931229333	105.853123915028	7.94080037686481e-25	1.04606695112109e-24
FSBP	-0.0758847951727933	9.47148009534268	223.602199985669	1.48142686158661e-50	2.26349873946207e-50
RPL13AP20	-0.0759680249768701	9.47128132024169	247.42888934187	9.44009506455709e-56	1.48007122910681e-55
RP11-193E15.4	-0.0761877373662852	9.47126648958514	251.778267160356	1.06357173757674e-56	1.67484669136078e-56
COLEC11	-0.0762053753650101	9.47111916046663	278.071043502309	1.97676152913466e-62	3.19654268136674e-62
RP11-360D2.2	-0.0762413711851987	9.47125103375351	254.625316083982	2.54750600152786e-57	4.02277131580412e-57
ZNF70	-0.0762620153028116	9.47693703862458	81.1550790326037	2.08681965445155e-19	2.64785146279026e-19
RP11-192H23.4	-0.0763031366751872	9.47867836743707	69.6602550414227	7.04514960953847e-17	8.77089889057951e-17
TRIP12	-0.0763282261014514	9.59784162195909	26.5398231666986	2.58161088630204e-07	2.95097818816542e-07
RPS3AP26	-0.076362192687749	9.4717096275751	207.008693398895	6.17313741681108e-47	9.26903544240083e-47
RPL10P3	-0.076367141052696	9.47221601127391	175.158583453525	5.52810416694181e-40	7.99443831681202e-40
ABLIM3	-0.0763705077018631	9.47718874394386	79.4220798197221	5.01623696599754e-19	6.35027280313881e-19
STX18-AS1	-0.0764021585635162	9.47303757464204	142.778690253498	6.57081868704364e-33	9.12305011056209e-33
GRIN2D	-0.0764466465768556	9.47616441392122	88.4896531703962	5.11014723468614e-21	6.55308396378139e-21
KDR	-0.0764740808771694	9.47123046376511	260.407512931101	1.39858323114323e-58	2.22136018365052e-58
EAF1-AS1	-0.0765108096624745	9.47518149188802	99.9066132121052	1.59754935747556e-23	2.08409677811133e-23
RPS20P24	-0.0765188141781935	9.47121270809291	263.870765273186	2.45926441284963e-59	3.92307852898713e-59
PPIAP13	-0.0765745281421508	9.47109658396628	289.748591767157	5.64073859088277e-65	9.21836098353123e-65
SLC25A48	-0.0765749881081597	9.47109664350512	289.750174552954	5.6362610264831e-65	9.21182057761798e-65
GPER1	-0.0765765015061309	9.47367152948655	126.49927287408	2.39089291748533e-29	3.2419624428444e-29
RP11-30K9.1	-0.076578239409788	9.471195671666	267.578012180904	3.82630513054468e-60	6.12600905703435e-60
FCRLA	-0.0766013982077217	9.47214938417711	179.983220346317	4.88746879132616e-41	7.10991292710265e-41
EPCAM	-0.0766891092333134	9.47178599527618	203.478175095544	3.6378776065579e-46	5.44080907437493e-46
RP3-465N24.6	-0.0766915834821811	9.47208271001687	184.218549521953	5.81295945282938e-42	8.51120589775668e-42
AP000354.2	-0.0767244536501436	9.47130088645436	252.443776553366	7.61525596077382e-57	1.20027635034195e-56
IDNK	-0.076725963471789	9.52235990667296	27.4174129458479	1.63948328521499e-07	1.87859883887835e-07
WNT2B	-0.0767780762250839	9.48688118845369	45.6791935919755	1.39294512400601e-11	1.66401028687215e-11
PPP3CB	-0.076834339809727	9.54451021649166	25.9860070509967	3.43900965686992e-07	3.92641717792432e-07
RP11-57C19.2	-0.0769060935665454	9.4711514462691	280.826199643768	4.96082438881584e-63	8.03939872094672e-63
SWT1	-0.0769139854462007	9.48307315719453	53.8430342010597	2.17163657555665e-13	2.63468514088763e-13
CTD-2007H13.3	-0.0769636243869986	9.47371592116059	126.892083112231	1.96155029622015e-29	2.66258498136126e-29
GDF9	-0.0770127113324979	9.47153230688719	227.697792165824	1.89420284722343e-51	2.90794658970734e-51
CHRNB2	-0.0770339482865961	9.47121673851984	269.346711360341	1.57503892357438e-60	2.52585084888088e-60
HSPE1P6	-0.0770348259331354	9.47125632142452	262.565647565005	4.73452692514211e-59	7.5402157540241e-59
KCNJ9	-0.0770610809756862	9.47125756493285	262.666546599688	4.50073909362662e-59	7.16965295181074e-59
RPL7P23	-0.0770660453890952	9.47150189971421	231.259374412888	3.16735846567156e-52	4.87870908840203e-52
CTD-2020K17.4	-0.0770722768987962	9.47129766118729	256.572982771512	9.58391158735134e-58	1.51636343890033e-57
SLC2A12	-0.0771074167495714	9.47122349635752	269.025141806353	1.85087352794622e-60	2.96697201145375e-60
LGI3	-0.0771284299162868	9.47214595990023	183.222950453996	9.58855475237567e-42	1.40192181550469e-41
C10orf111	-0.0771314863857073	9.47137954035849	245.951965154929	1.98141799047225e-55	3.10231066327859e-55
HRASLS5	-0.0771814923971076	9.47116419043262	281.909192968375	2.88107703991413e-63	4.67487324717725e-63
RP11-2B6.2	-0.0772082132211959	9.47863636064321	71.6217562106831	2.60666652444247e-17	3.254805184619e-17
EXTL3-AS1	-0.0772108392273712	9.47155306019721	227.264741879089	2.35435517641577e-51	3.61207453182445e-51
PCYOX1L	-0.0772315378872849	9.50261093452166	32.6442804343387	1.10664589400518e-08	1.28391865084474e-08
BECN1	-0.0773552506729048	9.61571019994733	28.117359522148	1.14177116700528e-07	1.31085479049246e-07
RPL35P5	-0.0773688512436813	9.47142519945091	242.548979530508	1.09377044053965e-54	1.70507793007846e-54
TAF5	-0.0774257192772487	9.48311955215485	54.4518392355422	1.59304530328589e-13	1.93551108151642e-13
ABHD1	-0.0774686802541822	9.47533098748097	100.614203862557	1.11763385247946e-23	1.45949300741016e-23
RPL24P2	-0.0775158550778047	9.4711993737407	278.90931891297	1.2980041188443e-62	2.10070435205826e-62
LINC01311	-0.077557120455242	9.4719334279001	198.874004248404	3.6775006653394e-45	5.4747116866671e-45
C9orf135	-0.0775636188744136	9.47154961109466	230.532484704652	4.56264965545386e-52	7.02063175480606e-52
TCERG1L	-0.0775644524749712	9.47130060937831	261.457874753324	8.25539031706496e-59	1.31335138777153e-58
RPL7AP30	-0.0775813794117214	9.47121397667414	276.80248904264	3.73596877019285e-62	6.03172157947636e-62
RPS7P3	-0.0776307530309308	9.47191891982097	200.343504379018	1.75740504073056e-45	2.6198803677373e-45
SNAPC5	-0.0776396577995649	9.58393330259455	26.9114519069553	2.12993091928267e-07	2.43697405245275e-07
LYG1	-0.0776432827912458	9.47183030324597	206.772240006379	6.9517953576903e-47	1.04373902092291e-46
KCTD21-AS1	-0.077649858992742	9.47555010303291	98.3455099906223	3.51396662859837e-23	4.57216853340932e-23
ANKRD23	-0.0776572362744737	9.47246391224591	170.185214042484	6.74084000689919e-39	9.69611955554718e-39
DKKL1	-0.0776701061360327	9.47130549192435	261.863147764449	6.73596605164675e-59	1.07206609943813e-58
RP11-399K21.13	-0.0777197748006077	9.47425866215618	118.20406759471	1.56436194075587e-27	2.09743586437399e-27
EPS8L1	-0.0777363095000809	9.47787130768588	77.4234606054251	1.37966649060558e-18	1.73930625904428e-18
ABHD16A	-0.0777617080771202	9.48604930590459	48.348406479965	3.56834062459694e-12	4.28705390431236e-12
CALM2P2	-0.0778422226620896	9.47169131831689	219.416554778597	1.21240752222024e-49	1.84619848585199e-49
RP11-229M1.2	-0.0778664185500384	9.47155539216394	232.478548032725	1.71721590850703e-52	2.6492547389246e-52
PLPP7	-0.0779197626627707	9.48330167301274	54.6733985184874	1.42319720995726e-13	1.72990920043365e-13
RP11-50D9.1	-0.0779528891331948	9.47131031384729	264.238948447181	2.04434758739694e-59	3.26388052395783e-59
MAGED4	-0.0779622976180996	9.4711606352633	295.255784853942	3.55961591461827e-66	5.85283872781247e-66
AK7	-0.0779695541488218	9.47116097466414	295.28452826276	3.50865438070061e-66	5.76953573007076e-66
TCEANC2	-0.0780430257354839	9.49209720203978	40.3917357738064	2.07818289654952e-10	2.45564256146319e-10
