genes	logFC	logCPM	LR	PValue	FDR
DOC2A	0.0768407516771786	9.51763090910218	66.4218177712319	3.6405025080795e-16	5.34205927697486e-16
FAM20B	0.0768287812139527	9.54435900862282	34.2990115564317	4.72621750216662e-09	6.27884638440449e-09
EEF1A1P3	0.0768128936034068	9.50755717784969	272.500714031895	3.23518154273852e-61	6.94482838635888e-61
AC100830.3	0.0768040309046888	9.50903044573015	173.048292011139	1.59743366579178e-39	2.92813662713661e-39
ZC3H10	0.0767823585844985	9.53282236567512	40.0667867813136	2.45426558717497e-10	3.32393472359255e-10
CTC-246B18.10	0.0767435508910157	9.51340377875652	90.9943577936792	1.44082374361812e-21	2.24628620401637e-21
RCOR1	0.0767119290517353	9.57152309728874	29.8051711100197	4.777160801782e-08	6.24536211261817e-08
UGGT1	0.0766514956397888	9.57812860141293	29.4471954685796	5.74611309003019e-08	7.5022268524483e-08
RP11-219G17.4	0.0766132152437757	9.5082926312514	209.042640821182	2.2219621820281e-47	4.3300447117225e-47
KCNA1	0.0766095567341384	9.50725073730734	313.045402436781	4.74039522790715e-70	1.07344397585284e-69
RPS23P1	0.0766052689681701	9.50880098163495	181.962239063517	1.80715940601595e-41	3.36540625732825e-41
RP11-1018J11.1	0.076601466256299	9.50819042032358	215.59780023589	8.25389404259114e-49	1.6276531441366e-48
KIAA0040	0.0765868859114347	9.55269041203954	31.9325362833042	1.59620983819168e-08	2.1036900975052e-08
FANCD2	0.0765734813941788	9.53576243681232	37.9001635213208	7.44589993796243e-10	1.00126166645446e-09
LINC00240	0.0765686470729554	9.51044434947806	130.953558409434	2.53467427172093e-30	4.29507512551157e-30
SNX25	0.0765171849621001	9.52213634067968	53.1303170540996	3.12137530464525e-13	4.40288942126352e-13
SHISA3	0.0764827211614625	9.50775556601028	249.575550473085	3.21346676043307e-56	6.66745643540409e-56
ITPK1	0.0764339344722965	9.59117285179802	29.0685879349621	6.98605745213222e-08	9.10913600774671e-08
RPP38	0.0764303834568723	9.5755203806904	29.379092778574	5.95162783843489e-08	7.76901738489022e-08
OTUB2	0.0764300405015802	9.51205170001607	104.402847221896	1.65093156916639e-24	2.64340834017542e-24
MAMDC2-AS1	0.0763634040783325	9.50874973706834	183.217247482671	9.61608346282796e-42	1.79480933393088e-41
HPDL	0.0763616426978107	9.50878361272377	181.651155260625	2.11307555887276e-41	3.93104542998467e-41
ST8SIA2	0.0763598754082176	9.5082057227297	213.292322091615	2.62784881934143e-48	5.16411320458304e-48
AZGP1	0.0763483649663789	9.53490062219505	38.2127001263943	6.34381851512637e-10	8.53815080275501e-10
PALM2-AKAP2	0.0763404747385693	9.51324254641188	91.5047184583673	1.11326409495744e-21	1.73738526157535e-21
CNTNAP3	0.076339318684439	9.51010120168735	137.948021111463	7.48095446881635e-32	1.28455735182167e-31
INSIG1	0.0763173556244115	9.64074448794025	30.5978213654453	3.17450009370478e-08	4.16275620110018e-08
DIABLO	0.0762980999613158	9.53181498773569	40.3376884476711	2.13647522139833e-10	2.89610437059924e-10
RP11-445N18.3	0.0762443609046393	9.50980313916036	145.262633843667	1.88166808910689e-33	3.27579582778648e-33
H2AFZ	0.0761863962505121	10.1955245626651	86.7799948541942	1.21290236321881e-20	1.87256425833594e-20
RPS15P5	0.0761701326920656	9.51011693634901	136.985550781895	1.21465736989769e-31	2.08262953332147e-31
TMEM74	0.0761661763487004	9.5090536954299	169.40866052833	9.96144206031776e-39	1.81422923484297e-38
CS	0.0761588662352855	9.61965559131316	29.4802164184512	5.6490400182188e-08	7.37645699221097e-08
RP11-570P14.1	0.0761186036215468	9.50925351775683	161.80690665176	4.55905064161569e-37	8.19044507012927e-37
WT1-AS	0.0760541162356746	9.50699652394933	357.876603847119	8.16490456034234e-80	1.95437802356096e-79
CTD-2249K22.1	0.0760447724913019	9.50959687489894	150.405859081052	1.41334884787623e-34	2.48733356380984e-34
NME2	0.07597804102638	9.65336111360987	27.4770544478815	1.58969403254414e-07	2.0635871260913e-07
RPS3AP26	0.0759314155603189	9.50906124498497	168.122582613858	1.90206874073946e-38	3.45558447287843e-38
LYST	0.0758758943583793	9.61166498940555	28.9837840196124	7.29867235245182e-08	9.51425514589936e-08
SOX9-AS1	0.0758666564781856	9.50969651370865	146.843996840733	8.48856763570633e-34	1.4820644830533e-33
CTD-2256P15.2	0.0757738287722196	9.51698985054005	67.1818496373326	2.4758303548784e-16	3.64109965053546e-16
ATP10D	0.0757607793510116	9.56202600782236	29.8562592641174	4.65292304981064e-08	6.08374286512791e-08
RPL18AP15	0.0757604692923214	9.50830249421053	204.037312276483	2.74689979952357e-46	5.31026270779622e-46
XRCC5	0.075725954324549	9.94806375504956	56.9314678714727	4.51266848904053e-14	6.44092076589072e-14
NEK2	0.0756954757304492	9.52883192432367	42.3326293958999	7.69971738408751e-11	1.05048110145291e-10
AC012358.8	0.0756836909435768	9.50847634308926	193.701658143562	4.94742142655117e-44	9.38331777106427e-44
POLQ	0.0756648583265613	9.51706692184143	66.6713655992353	3.20760756428486e-16	4.7099648543261e-16
LRP10	0.0756554399431456	9.70347591570933	34.2067857014481	4.95558531972017e-09	6.58004130491076e-09
RP11-110G21.1	0.0756475007612154	9.51841944057228	61.6139773365103	4.17841952014675e-15	6.04293723665642e-15
LINC00672	0.0756302164629284	9.53638788795257	36.6215851096677	1.43434627949161e-09	1.91903639739464e-09
FAS	0.0755464225504697	9.55152179929342	31.3034701225115	2.20684834332243e-08	2.90287798517221e-08
SEH1L	0.0755151530443177	9.57529330265919	28.6867118331938	8.50855702671623e-08	1.10812230883375e-07
SART1	0.0754284566853886	9.61291726152299	28.6794249928716	8.54063357322447e-08	1.11215388506337e-07
OSBP	0.0754174255393521	9.57194090022423	28.7799709578976	8.10853421937723e-08	1.05637142885592e-07
C4orf22	0.0754132044754303	9.50661654434329	493.828927042537	2.09260738775194e-109	5.88634799207773e-109
GRIPAP1	0.0753712509254361	9.60229112530461	28.3678752371707	1.00316224996229e-07	1.30511040490636e-07
INVS	0.0753377521087942	9.52345643613272	49.0681155437378	2.47226382754229e-12	3.44081708499119e-12
SDK1	0.0753324972331722	9.51795598464282	62.7008225505651	2.40615153145743e-15	3.48848032113711e-15
SUV39H1	0.0753097148436548	9.52301809767768	49.8057622755514	1.69744712540722e-12	2.36859747926621e-12
RP1-181J22.1	0.0753042397970878	9.51006161076689	135.328530282291	2.79818516996898e-31	4.78078499212742e-31
FRG1BP	0.0753011212767141	9.5257252737735	45.5589576244383	1.48112778193608e-11	2.03908054490305e-11
RP11-295P9.3	0.0752985152651148	9.51120011874862	113.212555644972	1.93840178699597e-26	3.16003274482925e-26
AP000230.1	0.0752946063757055	9.51053139127331	125.04552808641	4.97402901174129e-29	8.31854801356936e-29
MSRB3	0.07527135823097	9.51628867771394	69.4064797970168	8.01249967969273e-17	1.18609855043662e-16
RP11-401F2.3	0.0752704547478221	9.51485777380297	77.1019116920306	1.62360089923717e-18	2.4507742526473e-18
DAP	0.0752669771346185	9.67386943737515	31.7545691077976	1.7493722869512e-08	2.30386445168916e-08
ZNFX1	0.0752661471195434	9.58897518765616	28.1884963718694	1.10056740335476e-07	1.4310837147396e-07
PRDX1P1	0.0752654493009541	9.50888486634675	172.360529871971	2.25747784126697e-39	4.13114698446126e-39
SUB1P1	0.0752626328753705	9.5077726944073	240.464258376969	3.11513503051647e-54	6.3728303530912e-54
AC016700.5	0.075140733872392	9.51674301494465	67.1293150979782	2.5426920486861e-16	3.73859928752662e-16
SNIP1	0.075130130390913	9.54456014877861	32.7360431669004	1.05561537832687e-08	1.39474464312553e-08
CCDC71	0.075086451837473	9.5543362094621	30.3925770752612	3.52875894012192e-08	4.62332876384843e-08
AMD1	0.0750766218110401	9.80337607637448	41.9446730133204	9.38928249274539e-11	1.27940737962385e-10
LINGO3	0.075055469178257	9.51590508970108	70.8707658982512	3.81407921882466e-17	5.66545759132104e-17
SEPT1	0.0750252133791903	9.55167883518118	30.8405920691585	2.80116814290129e-08	3.67781870082058e-08
ZWILCH	0.0749743386031249	9.55030573566936	31.08822041643	2.46563160916999e-08	3.23855841299754e-08
SALL4	0.0749622601858149	9.50786716517792	230.494941648281	4.64948187900412e-52	9.37358215687899e-52
RPS10P16	0.0749203163411215	9.50834614044463	197.20108708851	8.52390081963679e-45	1.62706658461388e-44
SYCE3	0.0748808401944065	9.51135812988442	109.604080739358	1.19653975730764e-25	1.93710612585987e-25
HCRT	0.0748733481738179	9.51007630809058	133.504080129184	7.01384028172503e-31	1.19330277654447e-30
RP11-806H10.4	0.0748677779037887	9.50983973114171	139.333496646049	3.72361716335944e-32	6.41325524629974e-32
OST4	0.0748660944792826	10.2817719239564	94.8629857752894	2.04029385637181e-22	3.20936380260482e-22
AP000253.1	0.0748656141700687	9.5121702170317	98.9140022653737	2.63708219606101e-23	4.18191174715716e-23
RPS8P3	0.0748225796125786	9.50759921657231	254.604178768915	2.57467854156661e-57	5.38768789594244e-57
ATXN7L1	0.0748081366516239	9.53262102537595	38.1853260910102	6.43344081601825e-10	8.65701242822578e-10
HEY2	0.0748001870006166	9.53433829519422	37.0207013602267	1.16881708247356e-09	1.56758439441417e-09
DHX16	0.0747966849221887	9.56299039466884	28.9979315235614	7.24556244431273e-08	9.44564357272375e-08
KCTD8	0.074748799860605	9.51013808716688	131.648167320718	1.78631423033883e-30	3.03006280179174e-30
TGFBRAP1	0.0746578042459164	9.54889257252916	31.1474852657484	2.3914897435375e-08	3.14179828102544e-08
CALCRL	0.0746396828088565	9.55787471830618	29.4855888462771	5.63340261212872e-08	7.35652181364108e-08
TRAM1L1	0.074575832484136	9.51191818215072	101.186094085013	8.37351231911339e-24	1.33309916186542e-23
TMEM151A	0.0745187134254753	9.51254172152356	93.9682951073737	3.20618521932577e-22	5.03014498720876e-22
ADPRM	0.0744750937574213	9.54429001980527	32.2520266654901	1.35415767603336e-08	1.78646205077501e-08
RP11-563N4.1	0.0744309278163033	9.51245557389023	94.657342281831	2.26365075081696e-22	3.55844607177372e-22
RP11-55K13.1	0.0744157053361008	9.5084122251653	191.002517767665	1.92090560579547e-43	3.62657038560149e-43
RP11-343B5.1	0.074413693310935	9.5075572830823	256.398339258656	1.04619558302982e-57	2.19455611202451e-57
RPS5P2	0.0743974574129295	9.50755628336232	256.399520102833	1.04557567908859e-57	2.19348758889655e-57
MTCO1P40	0.074387345178199	9.51034267041839	125.977653094115	3.10965347811782e-29	5.2097916969429e-29
CTA-384D8.36	0.0743747803863291	9.51314528105445	87.8377870412915	7.10485771118234e-21	1.10006409120483e-20
RP5-1097F14.1	0.0743401325414505	9.50683970911929	382.285346710582	3.95739343112585e-85	9.7476228370546e-85
ALS2CR12	0.0743112904882146	9.50871851323832	175.355581371837	5.00676592703255e-40	9.2175392004213e-40
ZNF587B	0.0742906062572028	9.51593881213707	69.299827896195	8.45769697946322e-17	1.25172149465652e-16
SLC2A1-AS1	0.074268793135585	9.51129935604089	108.75041923404	1.84062576910197e-25	2.97546345212053e-25
RP11-631N16.2	0.0742547676762559	9.51587968803812	69.5241007837394	7.54864787137167e-17	1.11776755409568e-16
RP11-2B6.2	0.0742491415549802	9.51502295530495	74.0977268625557	7.43438901516482e-18	1.11431621486929e-17
NPPC	0.074160563049346	9.51801585962657	54.8603802008547	1.29403506200905e-13	1.83601457650694e-13
FENDRR	0.0740888986274435	9.50980289535686	137.521097819149	9.27525508143246e-32	1.59128068853204e-31
PSMB8	0.0740756654867194	9.86453676336532	46.3466854559956	9.9074960303755e-12	1.36729231825124e-11
RPS27AP2	0.0740745954990208	9.50770124784002	239.744123596704	4.47196219314653e-54	9.13633614097503e-54
LNX2	0.0740399064179397	9.51530673538631	72.0955881548689	2.05021612981689e-17	3.05707232699313e-17
FTLP2	0.0740305854985395	9.50981933450361	96.4127675293389	9.32637823353284e-23	1.4721644280194e-22
MEIG1	0.0740126324964664	9.50996356246547	133.238923955631	8.01602883610953e-31	1.36287596658473e-30
JRK	0.0739963226896684	9.51933037033187	56.2711555282585	6.31348586121616e-14	8.9954332290202e-14
ARFGEF2	0.073994739905966	9.55261948768612	29.8179567816842	4.74575982442919e-08	6.2047191222759e-08
ABCB10	0.0739931267736159	9.53053076063387	38.9681314340305	4.30780660457705e-10	5.81206889318505e-10
POU5F1B	0.0739445807158542	9.50720738994913	298.941586111672	5.60228816855962e-67	1.24336593502819e-66
MCPH1-AS1	0.0738688230444512	9.50809606030485	207.324437714765	5.26762805727601e-47	1.02261230125992e-46
PLPP2	0.0738320185809653	9.52106643903268	51.7188403895671	6.40452184001756e-13	8.99369955289858e-13
IBTK	0.0738310516138999	9.62242647954258	27.7986604776306	1.34619285808032e-07	1.74886999916077e-07
PGM5P2	0.0738294367163055	9.51110378530829	110.485352046795	7.67101388735422e-26	1.24411083213112e-25
ZNF132	0.0737970824042446	9.51135896272815	106.556025424094	5.56954683214547e-25	8.96111912487219e-25
FECH	0.0737949775390632	9.56161217316214	28.3671258616669	1.00355064578292e-07	1.3055301315789e-07
RPL21P109	0.0737507941422358	9.50715143414215	306.649088017598	1.17276480794198e-68	2.63106543551854e-68
METAP1	0.0737379576669261	9.5662012093565	27.8925056010485	1.28245536987857e-07	1.66628529597733e-07
SEMA4F	0.0737186887000489	9.51684003311709	64.2613272281251	1.08963679576801e-15	1.58999493621552e-15
AHSA2	0.0736094699357929	9.59782579906972	26.9860569494122	2.04928388892984e-07	2.65376046372281e-07
SPRYD3	0.0736067191026683	9.55155369807372	29.7086459925122	5.02103790788085e-08	6.56203071018761e-08
CARMIL3	0.0735544079136516	9.51022677494064	125.714689718951	3.55026335981257e-29	5.94445985874472e-29
SSU72	0.0734936500008585	9.87324331936738	46.417952146061	9.55361941175692e-12	1.31891380736281e-11
ZNF624	0.0734850727123756	9.5204847621967	52.5612221133961	4.17042903076658e-13	5.87137717425558e-13
ELMSAN1	0.0733791406598044	9.61599260480183	27.2291148435616	1.80716709177977e-07	2.34236612274832e-07
SIMC1	0.0733601791205331	9.52680776035412	41.9416048056592	9.40402690635246e-11	1.2813285236307e-10
CRYM	0.0733262652563339	9.50855338379256	178.569828725922	9.94698513673398e-41	1.84116162448845e-40
TMEM143	0.0733120978147225	9.51892344769506	56.4037452812518	5.90178484296573e-14	8.41271370031483e-14
COMMD9	0.073256454860367	9.68566317755702	30.8334872130072	2.81144241782039e-08	3.69106423527577e-08
GAPDHP1	0.0732546143827164	9.50823426595772	195.380162350572	2.12834275197582e-44	4.05095386854776e-44
RBM15	0.0732354983685682	9.53936282226065	32.9544135476099	9.43453215591106e-09	1.24754559780495e-08
LINC00941	0.0731968851564	9.50836261341819	187.765367554432	9.77502456340669e-43	1.83604322451496e-42
COLQ	0.0731139676506571	9.5094302922098	144.326802377633	3.01398408410744e-33	5.2392324488846e-33
RP11-1391J7.1	0.0731083763438337	9.51282484360752	87.8202050657546	7.16829374767779e-21	1.10971292647928e-20
TXNDC5	0.0730919181345485	9.51253096215279	90.6227364873212	1.73851110916908e-21	2.70847476411209e-21
RP11-166O4.6	0.0730852903269609	9.52173314319066	49.307716874042	2.18800082053677e-12	3.04732582176786e-12
TBC1D10A	0.0730469942545112	9.54866080771541	29.8702221096537	4.61953460772563e-08	6.04048507109416e-08
SLC23A3	0.0730298465490542	9.50800411544583	209.121373647571	2.13579242132004e-47	4.16293901388197e-47
MT-CO1	0.073003957279841	11.0858167925089	226.472073997902	3.50549846954413e-51	7.02231869433911e-51
