genes	logFC	logCPM	LR	PValue	FDR
GLI1	-0.024410692992319	9.50709062876885	60.8122803406204	6.27850407810473e-15	8.27901600732279e-15
TTC12	-0.0244381050302795	9.51335016862644	10.4764324494845	0.00120907005876	0.00134289997349012
SHH	-0.024441471613456	9.50676525018887	99.5479143656153	1.9147446025692e-23	2.75990202409538e-23
FSIP2	-0.024462929893629	9.50822911712203	30.3264214331994	3.6511837168173e-08	4.41613006772637e-08
LCK	-0.0244687502155531	9.51433703430749	9.46387007749036	0.00209558476845081	0.00231343047356425
ALDH1A3	-0.0244846760318446	9.50697806742075	69.0190792556573	9.75154858105438e-17	1.31166126481951e-16
AP001062.7	-0.0244974079533023	9.50920684543605	21.7726360140896	3.06946861490542e-06	3.60063907025076e-06
NPR1	-0.0244982318121144	9.50682578984741	86.4700049075882	1.41872880598209e-20	1.9866607408729e-20
LAMA3	-0.0245320312061523	9.50690767802705	76.2000520013794	2.56334979860723e-18	3.50733260738703e-18
RPL21P126	-0.0245470252054114	9.5068282167459	86.662636527667	1.28705564536051e-20	1.80291343419546e-20
RPS15	-0.024547463543508	10.846528120618	19.8039623041768	8.58046200427226e-06	9.97919898399132e-06
PCDHB17P	-0.0245481056757721	9.50680905361352	90.0217260064387	2.35559053682135e-21	3.3276698202726e-21
SLC25A5P5	-0.024550046208836	9.50682837054373	86.67454567192	1.2793285730665e-20	1.79221580450479e-20
KCNK4	-0.0245528382425129	9.50682852333455	86.685495716034	1.27226475268815e-20	1.78244588207485e-20
RASD2	-0.0245670059218724	9.50718663656648	56.5096381241665	5.59235891932639e-14	7.29141035477831e-14
CBLN3	-0.0245696089456589	9.50914499948879	22.2991568011357	2.33309031533401e-06	2.74315363892835e-06
FTH1P1	-0.0245977921898293	9.50686923045205	81.3306125671152	1.9094576193821e-19	2.64454084359053e-19
AC009413.2	-0.0246074000210413	9.50696913856999	70.9403406927672	3.68191949089829e-17	4.97574304182947e-17
RP11-14K2.1	-0.0246184480928765	9.50684304327538	85.1904916448225	2.7096173162422e-20	3.78522554143969e-20
SFTPC	-0.0246287771691974	9.50681308785247	90.3443813301528	2.0011310314453e-21	2.82915084494097e-21
LINC00323	-0.0246393045460555	9.50734409749268	50.1039620827819	1.45812280427859e-12	1.87149647046827e-12
CHRNA10	-0.0246629469929609	9.50746862667943	45.9821380723156	1.19336090559502e-11	1.51414864503292e-11
IDO1	-0.0246775743186042	9.50986638488539	18.4563379974643	1.73841707903256e-05	2.01084574769149e-05
TG	-0.0246999539873982	9.50697052099555	71.5601523858009	2.6893327526468e-17	3.64006249826335e-17
CAMK1G	-0.0247105581807811	9.5070537412321	65.1717336184643	6.86471603134226e-16	9.14742422222768e-16
A2M-AS1	-0.0247863686904183	9.50957233716454	20.2382883179798	6.8370735475633e-06	7.9656160936861e-06
RP3-403A15.5	-0.0247916527243024	9.50773156900665	39.649725219304	3.0384746795127e-10	3.78793074800377e-10
BTF3P10	-0.0248092995870494	9.50699522570254	70.3127931698136	5.06084261792215e-17	6.82759681080199e-17
RP11-296A18.5	-0.0248207626130658	9.5068611545653	84.8087700175838	3.28663318133185e-20	4.58709622270406e-20
TRH	-0.0248257565762929	9.50712075089606	61.5957229925439	4.21733721941731e-15	5.56998330656073e-15
CTD-2095E4.5	-0.0248322250725369	9.51566908983186	8.65090883129597	0.0032689825775735	0.00359023717351034
RP5-867C24.1	-0.0248417601560243	9.50683498938464	89.1624700056063	3.63683335756706e-21	5.12669520461584e-21
LRCOL1	-0.0248572263047586	9.50693195578391	76.5742968608165	2.12082068303895e-18	2.90403924918642e-18
MT-TV	-0.0248874286943715	9.50723940347916	55.7546709116464	8.21029711727873e-14	1.06780667835495e-13
PAH	-0.0248932604661389	9.50686480087003	85.091348573515	2.84894355080139e-20	3.97845856584155e-20
BMPR1B-AS1	-0.0248943601916327	9.50678791075645	101.408541097755	7.48403893659198e-24	1.08291320852575e-23
SPATA22	-0.0248963129988687	9.50737626060184	50.145429705909	1.42763248198231e-12	1.83248072834411e-12
MIR17HG	-0.0249053850473825	9.50685742678592	86.3148375196556	1.53452872825816e-20	2.14745302111457e-20
HIST1H2AL	-0.0249139914115867	9.5102558430221	17.4850665293297	2.89573321009157e-05	3.33378844280148e-05
RPL19P21	-0.0249283317152229	9.50683932277699	89.5062406432758	3.05672720688445e-21	4.31323202063434e-21
AC068137.13	-0.0249317778227217	9.50692442642543	78.0513863983438	1.00394567460383e-18	1.37898365048698e-18
LINC01057	-0.0249658760347186	9.50681072598797	95.7578404083593	1.29831306456333e-22	1.85641651937562e-22
ALS2CL	-0.024967760143894	9.50754167130664	45.1022875124072	1.87006830851893e-11	2.36640840213476e-11
TMEM204	-0.0250348712738099	9.51156805717796	13.9437320519155	0.000188364664915133	0.000213223558186127
RLN1	-0.0250361461961906	9.50691043281853	80.6317346107448	2.71956725878009e-19	3.75812650228137e-19
RPS4XP16	-0.0250392770617833	9.50691057996146	80.6437363466989	2.70309990316222e-19	3.73615089679413e-19
