genes	logFC	logCPM	LR	PValue	FDR
RP11-17A4.2	-0.0119800836603308	9.50629093345946	16.1389859045106	5.88598530335678e-05	8.37215395592844e-05
RP11-314D7.2	-0.0120442991538639	9.50628798492746	16.096147418236	6.02063914282761e-05	8.55877708829984e-05
LIPN	-0.0121502638332341	9.50645221898183	9.86751944542539	0.00168222157343137	0.0022213248479453
LHB	-0.0122591584427314	9.5063339128551	13.1095437876736	0.000293795224329418	0.000404273960932494
SMPDL3B	-0.0122782436045534	9.50652213500256	9.01836107884355	0.00267280942180775	0.00348714398238614
GUCY2D	-0.0123157393478867	9.50633724923349	13.1808610397547	0.000282822777089872	0.000389445433584
CAPNS2	-0.012395216345423	9.50646667460382	10.1356957116579	0.00145425345455575	0.00192709457644695
SPATA13-AS1	-0.0124061164006505	9.50628019899615	16.8550766113328	4.03452685983983e-05	5.78217121193595e-05
OPRK1	-0.0125228580823336	9.50658693257477	8.60751611374462	0.00334778553010947	0.00433811106624096
TRIM34	-0.0125318519328436	9.50647473554444	10.2857637270963	0.0013406051950175	0.00178125129941809
NCR3	-0.0126083012037241	9.50672873292251	7.31484925529639	0.00683871355523145	0.00869258960257661
CTD-2349P21.7	-0.0126651380082167	9.50642392537815	11.8201195927577	0.000585940963808356	0.000793731657771516
ZSWIM2	-0.012892637848361	9.50655841947709	9.65371131757865	0.00188969412292978	0.00248690637831352
ATP6V1G2-DDX39B	-0.0130746994208378	9.50631957927546	17.7676579067315	2.49590136594567e-05	3.61358598813113e-05
RP11-54H7.4	-0.0132031490515464	9.50636032739464	17.5825198622584	2.75105527896148e-05	3.97314597808539e-05
PLEKHN1	-0.013246374432461	9.50664171446515	9.17535925890934	0.00245295211950126	0.00320831589244554
CRH	-0.0133261486595616	9.50645922718976	12.5359942500886	0.000399187148257747	0.000545628160499949
NRIR	-0.013402425100098	9.50677573731576	8.01926662035748	0.0046282308215344	0.00594454962439751
KRT80	-0.0134828211872765	9.50653088353625	11.3392575182756	0.000758856578455599	0.00102093034428162
KCNK9	-0.0135394896482671	9.50653423019609	11.4025120002698	0.000733448624609038	0.00098795305743062
RN7SL811P	-0.0135893120105549	9.50637035486469	18.8445187523532	1.41818045343935e-05	2.07566150282901e-05
INSL3	-0.0136456980982714	9.50647808396381	12.9156341772125	0.000325848985194896	0.000447419623531532
MKX	-0.0137985060236563	9.50642468149905	15.0597406919703	0.000104161319265693	0.000146415996089623
TSKS	-0.0139240456517905	9.50649451626613	13.2473461816819	0.000272966043052223	0.000376212070168774
ZP1	-0.014038550291747	9.50681340537732	8.59445043152527	0.00337188954025854	0.00436877495887796
SSTR1	-0.0140803951124355	9.50656618009402	12.0088322839433	0.000529490220481544	0.000719225424043094
EFCC1	-0.0141083833737141	9.5069423840833	7.63658772778808	0.00571960160904554	0.00730519000877323
CTC-432M15.3	-0.0141881585392572	9.50641008910828	19.7271024393824	8.9325524473624e-06	1.31826381868726e-05
RP11-306O13.1	-0.0143005272774655	9.50648285620104	15.0536751870407	0.000104496585345654	0.00014686646551059
RP11-461F11.2	-0.0143609291294181	9.50642819925486	19.9728444879945	7.85498276458299e-06	1.16252104922409e-05
TNIP3	-0.0144071236264591	9.50708495251401	7.07473229615471	0.00781785010245861	0.00989470021895157
OXT	-0.0144162407685699	9.50662255138614	11.6980293313941	0.00062566325642768	0.000846154559387884
SLC39A12	-0.0144476245839481	9.50687416227318	8.63253114633289	0.00330212445169364	0.00428089915853791
ZNF474	-0.0146144081922476	9.50694648360684	8.259775845072	0.00405331324437681	0.00522335808819575
ILDR1	-0.0146568441878169	9.50676167450644	10.1245469152523	0.00146307619541485	0.00193826834378548
MEIOB	-0.0148706886094437	9.50667534025994	11.7485363636447	0.000608911030158161	0.000823891616782275
CYP4F3	-0.0152813099301485	9.50682457678498	10.4289376785982	0.00124056078274819	0.00165152930551922
CLRN1	-0.0156099865415715	9.50731789270826	7.12229571858052	0.00761311588339243	0.00964480270974487
AC144450.2	-0.0156963269164219	9.50684915448089	10.8380285928547	0.000994365433186674	0.00132948232521988
SIGLEC15	-0.0157961937749149	9.50710501830172	8.60184893155793	0.00335821895587819	0.00435134677087547
MTMR8	-0.0159254869808772	9.50686274694334	11.0652428871517	0.000879610662629579	0.00117946983055478
TMEM212	-0.0159801498294698	9.50724488470151	7.59559048751521	0.0058511228620516	0.00746980681584873
TSGA10IP	-0.0163523237994295	9.50663798605946	16.1770910953137	5.76875662603392e-05	8.21129385495706e-05
DNASE2B	-0.0164955184815337	9.50743312583225	7.46650854013615	0.00628573372696146	0.00800765359516887
KHDRBS2	-0.0165887520392393	9.50702709701595	10.3430113342351	0.00129965810845423	0.00172834935588607
FAM87B	-0.0166553606529931	9.50729170983075	8.40656065087387	0.00373869299613011	0.00483014896746667
LINC00264	-0.0168078633241073	9.50660238607811	18.9197176915	1.36336221759753e-05	1.99601779854509e-05
AC145110.1	-0.0169676107886788	9.5072996735477	8.72219360350255	0.00314359581069424	0.00408231416191176
ABALON	-0.0170213590943985	9.50762605528086	7.12343081845756	0.00760829744023532	0.00964003025285493
CCDC182	-0.0171533552678072	9.50656025461966	23.3438227998377	1.3547789027692e-06	2.06303910251367e-06
TGM5	-0.0172490239657581	9.50681612821641	14.3514851128953	0.000151660018750832	0.00021137195787982
LINC01140	-0.0172944531593202	9.50675626513282	15.6948495374354	7.44265605790979e-05	0.000105387627479056
RP11-84A19.2	-0.0173632691841791	9.50694836211887	13.2252078457163	0.000276209093258088	0.000380602477297037
RP11-467L13.5	-0.0175233390072199	9.50738283429094	9.05424152572505	0.00262086104423198	0.00342139239712683
AZU1	-0.017769122906086	9.50723293824055	10.2116490396083	0.00139556332108036	0.00185179441080379
MT1HL1	-0.0179253298493407	9.50756495559567	8.29714579660868	0.00397074348946172	0.00512127602695667
FOLR3	-0.0183888776328106	9.50725918383898	10.8460519780788	0.00099006617605907	0.0013239125151533
LINC01141	-0.0184441913580286	9.50754936284583	8.9295823328257	0.00280588502943455	0.00365475824020323
CNTN5	-0.0185385844247856	9.50701774323875	13.7191806600586	0.000212275454475775	0.000293790057906364
CXCL6	-0.0186750179617867	9.50717907325678	11.7289305818626	0.000615359432046099	0.000832446429065634
TTC39C-AS1	-0.0186961083319495	9.50725149280006	11.3497307363632	0.000754589087187776	0.00101532670344404
SLC46A2	-0.0187119205884988	9.50746616838313	9.73383148991525	0.00180906985264916	0.0023840660271815
C12orf56	-0.0188208839181449	9.50742618062373	10.1346124500656	0.00145510833915746	0.00192809869254271
TREML4	-0.0190003986568018	9.50673207604163	21.7633353057358	3.08438485527912e-06	4.63182799482332e-06
ADRA2B	-0.0190778872875815	9.50805123048343	7.37094797424925	0.00662859811092512	0.00843199482827929
PROX2	-0.0191112475295796	9.50716161530383	12.9043916303262	0.000327812067114148	0.000450021711722341
TCEB3B	-0.0192168379246924	9.50704769500266	13.5439679553313	0.000233039185300365	0.000321988287493327
CAMP	-0.0193057743075817	9.50675119147669	22.0761900611469	2.62039897530165e-06	3.94730410305003e-06
STBD1	-0.019315740344705	9.50788838768149	8.19570978382853	0.00419895636956357	0.00540402580878601
ST8SIA2	-0.019566477718988	9.5082057227297	7.27378945941291	0.00699680315141456	0.00888841199112111
RP11-609N14.4	-0.0196892183068826	9.50716493250313	13.8056704995367	0.000202723456628471	0.000281040383261989
RP11-142G1.3	-0.0197485512839378	9.507030247713	15.9611986617379	6.46541547030739e-05	9.18119526755821e-05
AC011747.4	-0.019762003443424	9.50765403548285	9.80749528337628	0.00173802054216015	0.002293022581813
WWC2-AS2	-0.0197719433892202	9.5074041601121	11.5492566993457	0.000677763474929228	0.000914621257165849
LINC00460	-0.0198240654315653	9.50706809066116	15.4623729051191	8.41641493634874e-05	0.00011892148049879
RP4-671O14.6	-0.019853593894446	9.50709214000266	15.397408613379	8.71076690800751e-05	0.000122966786337221
MT1P3	-0.0198960706835837	9.50738489063423	12.0567177502862	0.000516060737126181	0.000701415702970652
MAFIP	-0.0199117466140844	9.50828905819146	7.29635788441919	0.00690945297978734	0.00878025627394962
ODF3L1	-0.0199819071327489	9.50795428138683	8.55218847853575	0.00345107086335138	0.00446932366539202
IL1RL2	-0.0199954462345426	9.50704162437516	16.2579162098332	5.52781504629986e-05	7.87680903431399e-05
MRGPRF	-0.020037340645647	9.50792098449733	8.74906066709264	0.00309761569752626	0.00402418355573381
LINC01091	-0.0200820138796153	9.50811149523374	8.02833204413673	0.00460512280114893	0.00591563506292174
ADGRE3	-0.0203729322677762	9.50725202631634	13.965678530546	0.000186178457564093	0.00025855513754073
RP11-134G8.5	-0.0204055425066087	9.50838137812367	7.41358414164279	0.00647332360678206	0.00823975674645099
MGAM	-0.0206420901739847	9.50830700898089	7.83624614218206	0.00512088385527683	0.00656118409137786
UNC5B-AS1	-0.0206425206663606	9.507805969917	9.93509130490929	0.00162157391682781	0.00214323760412855
TMEM266	-0.0206504023619283	9.50808299265494	8.65232057392768	0.00326645069966433	0.00423671737554434
KRT17	-0.0206929028433907	9.50693564200962	17.2031200154934	3.35884261359414e-05	4.83369403963287e-05
LRRC36	-0.0207106568303294	9.50793533708264	9.3532935672747	0.00222585111222213	0.00291743332730535
ENOX1-AS2	-0.020741492786504	9.50710611722947	16.7266352505658	4.3170635282478e-05	6.17906374188089e-05
CD5	-0.0208822733567975	9.50817019774654	8.52463750185234	0.00350370530776542	0.00453452940457277
